materialSampleID,occurrenceID,eventID,eventDate,eventDate2,eventDate3,basisOfRecord,recordedBy,identifiedBy,collectionCode,individualCount,sex,lifeStage,establishmentMeans,degreeOfEstablishment,occurrenceStatus,dateIdentified,identificationRemarks,scientificName,kingdom,taxonRank,nomenclaturalCode
"",ITG:MEMO: 00000981,ITG:MEMO:EVM17ABO016AUG29,2017-08-29/2017-09-26,2017-08-29,2017-09-26,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00000991,ITG:MEMO:EVM17ABO016OKT24,2017-10-24/2017-11-21,2017-10-24,2017-11-21,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
M17HA01AR,ITG:MEMO:M17L0053,ITG:MEMO:EVM17HAL003SEP04,2017-09-04/2017-09-04,2017-09-04,2017-09-04,HumanObservation,ITM,Isra,ITG:Memo,11,"",larva,native,native,present,2017-11-16T00:00:00.000Z,1st instar,Culex pipiens/torrentium,Animalia,species aggregate,ICZN
M17HA01AR,ITG:MEMO:M17L0054,ITG:MEMO:EVM17HAL003SEP04,2017-09-04/2017-09-04,2017-09-04,2017-09-04,HumanObservation,ITM,Isra,ITG:Memo,8,"",larva,native,native,present,2017-11-16T00:00:00.000Z,2nd instar,Culex pipiens/torrentium,Animalia,species aggregate,ICZN
"",ITG:MEMO: 00001021,ITG:MEMO:EVM17ABO016SEP26,2017-09-26/2017-10-24,2017-09-26,2017-10-24,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00001031,ITG:MEMO:EVM17ABO017AUG29,2017-08-29/2017-09-26,2017-08-29,2017-09-26,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
M17HA01AR,ITG:MEMO:M17L0055,ITG:MEMO:EVM17HAL003SEP04,2017-09-04/2017-09-04,2017-09-04,2017-09-04,HumanObservation,ITM,Isra,ITG:Memo,7,"",larva,native,native,present,2017-11-16T00:00:00.000Z,3rd instar,Culex pipiens/torrentium,Animalia,species aggregate,ICZN
"",ITG:MEMO: 00001051,ITG:MEMO:EVM17ABO017SEP26,2017-09-26/2017-10-24,2017-09-26,2017-10-24,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00001061,ITG:MEMO:EVM17ABO017OKT24,2017-10-24/2017-11-21,2017-10-24,2017-11-21,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00001071,ITG:MEMO:EVM17ABO018OKT24,2017-10-24/2017-11-21,2017-10-24,2017-11-21,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00001081,ITG:MEMO:EVM17ABO018SEP26,2017-09-26/2017-10-24,2017-09-26,2017-10-24,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00001091,ITG:MEMO:EVM17ABO018AUG29,2017-08-29/2017-09-26,2017-08-29,2017-09-26,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00001101,ITG:MEMO:EVM17ABO019OKT24,2017-10-24/2017-11-21,2017-10-24,2017-11-21,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00001111,ITG:MEMO:EVM17ABO019SEP26,2017-09-26/2017-10-24,2017-09-26,2017-10-24,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00001121,ITG:MEMO:EVM17ABO019AUG29,2017-08-29/2017-09-26,2017-08-29,2017-09-26,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00001131,ITG:MEMO:EVM17ABO020SEP26,2017-09-26/2017-10-24,2017-09-26,2017-10-24,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00001141,ITG:MEMO:EVM17ABO020OKT24,2017-10-24/2017-11-21,2017-10-24,2017-11-21,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
M17HA01AR,ITG:MEMO:M17L0056,ITG:MEMO:EVM17HAL003SEP04,2017-09-04/2017-09-04,2017-09-04,2017-09-04,HumanObservation,ITM,Isra,ITG:Memo,7,"",larva,native,native,present,2017-11-16T00:00:00.000Z,4th instar,Culex pipiens/torrentium,Animalia,species aggregate,ICZN
KBIN,ITG:MEMO:M17L0057,ITG:MEMO:EVM17HAL003SEP04,2017-09-04/2017-09-04,2017-09-04,2017-09-04,HumanObservation,ITM,Isra,ITG:Memo,1,"",larva,native,native,present,2017-11-16T00:00:00.000Z,1st instar,Culex pipiens/torrentium,Animalia,species aggregate,ICZN
KBIN,ITG:MEMO:M17L0058,ITG:MEMO:EVM17HAL003SEP04,2017-09-04/2017-09-04,2017-09-04,2017-09-04,HumanObservation,ITM,Isra,ITG:Memo,1,"",larva,native,native,present,2017-11-16T00:00:00.000Z,2nd instar,Culex pipiens/torrentium,Animalia,species aggregate,ICZN
"",ITG:MEMO: 00001181,ITG:MEMO:EVM17ABO020AUG29,2017-08-29/2017-09-26,2017-08-29,2017-09-26,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
M17MM01AR,ITG:MEMO:M17L0112,ITG:MEMO:EVM17MML022SEP05,2017-09-05/2017-09-05,2017-09-05,2017-09-05,HumanObservation,ITM,Isra,ITG:Memo,23,"",larva,native,native,present,2017-12-19T00:00:00.000Z,4th instar,Culex pipiens/torrentium,Animalia,species aggregate,ICZN
M17MM01AR,ITG:MEMO:M17L0113,ITG:MEMO:EVM17MML022SEP05,2017-09-05/2017-09-05,2017-09-05,2017-09-05,HumanObservation,ITM,Isra,ITG:Memo,21,"",larva,native,native,present,2017-12-19T00:00:00.000Z,3rd instar,Culex pipiens/torrentium,Animalia,species aggregate,ICZN
M17MM01AR,ITG:MEMO:M17L0114,ITG:MEMO:EVM17MML022SEP05,2017-09-05/2017-09-05,2017-09-05,2017-09-05,HumanObservation,ITM,Isra,ITG:Memo,3,"",larva,native,native,present,2017-12-19T00:00:00.000Z,2nd instar,Culex pipiens/torrentium,Animalia,species aggregate,ICZN
"",ITG:MEMO: 00001221,ITG:MEMO:EVM18EBL005JAN31,2018-01-31/2018-01-31,2018-01-31,2018-01-31,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00001231,ITG:MEMO:EVM17PAO021OKT24,2017-10-24/2017-11-21,2017-10-24,2017-11-21,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00001241,ITG:MEMO:EVM17PAO021AUG29,2017-08-29/2017-09-26,2017-08-29,2017-09-26,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00001251,ITG:MEMO:EVM17PAO021SEP26,2017-09-26/2017-10-24,2017-09-26,2017-10-24,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00001261,ITG:MEMO:EVM17PAO022OKT24,2017-10-24/2017-11-21,2017-10-24,2017-11-21,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00001271,ITG:MEMO:EVM17PAO022AUG29,2017-08-29/2017-09-26,2017-08-29,2017-09-26,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00001281,ITG:MEMO:EVM17PAO022SEP26,2017-09-26/2017-10-24,2017-09-26,2017-10-24,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
KBIN,ITG:MEMO:M17L0059,ITG:MEMO:EVM17HAL003SEP04,2017-09-04/2017-09-04,2017-09-04,2017-09-04,HumanObservation,ITM,Isra,ITG:Memo,1,"",larva,native,native,present,2017-11-16T00:00:00.000Z,3rd instar,Culex pipiens/torrentium,Animalia,species aggregate,ICZN
"",ITG:MEMO: 00001301,ITG:MEMO:EVM17E2L003OKT23,2017-10-23/2017-10-23,2017-10-23,2017-10-23,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
KBIN,ITG:MEMO:M17L0060,ITG:MEMO:EVM17HAL003SEP04,2017-09-04/2017-09-04,2017-09-04,2017-09-04,HumanObservation,ITM,Isra,ITG:Memo,1,"",larva,native,native,present,2017-11-16T00:00:00.000Z,4th instar,Culex pipiens/torrentium,Animalia,species aggregate,ICZN
"",ITG:MEMO: 00001321,ITG:MEMO:EVM17PAO023OKT24,2017-10-24/2017-11-21,2017-10-24,2017-11-21,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00001331,ITG:MEMO:EVM17PAO023AUG29,2017-08-29/2017-09-26,2017-08-29,2017-09-26,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00001341,ITG:MEMO:EVM17PAO023SEP26,2017-09-26/2017-10-24,2017-09-26,2017-10-24,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00001351,ITG:MEMO:EVM17PAO024SEP26,2017-09-26/2017-10-24,2017-09-26,2017-10-24,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00001361,ITG:MEMO:EVM17PAO024AUG29,2017-08-29/2017-09-26,2017-08-29,2017-09-26,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00001371,ITG:MEMO:EVM17PAO024OKT24,2017-10-24/2017-11-21,2017-10-24,2017-11-21,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00001381,ITG:MEMO:EVM17PAO025AUG29,2017-08-29/2017-09-26,2017-08-29,2017-09-26,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00001391,ITG:MEMO:EVM17PAO025OKT24,2017-10-24/2017-11-21,2017-10-24,2017-11-21,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00001401,ITG:MEMO:EVM17PAO025SEP26,2017-09-26/2017-10-24,2017-09-26,2017-10-24,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00001411,ITG:MEMO:EVM17PAO026AUG29,2017-08-29/2017-09-26,2017-08-29,2017-09-26,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00001421,ITG:MEMO:EVM17PAO026SEP26,2017-09-26/2017-10-24,2017-09-26,2017-10-24,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00001431,ITG:MEMO:EVM17AZL002OKT10,2017-10-10/2017-10-10,2017-10-10,2017-10-10,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00001441,ITG:MEMO:EVM17EBL005SEP13,2017-09-13/2017-09-13,2017-09-13,2017-09-13,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00001451,ITG:MEMO:EVM17SPL003OKT16,2017-10-16/2017-10-16,2017-10-16,2017-10-16,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
M17HA01AR,ITG:MEMO:M17L0152,ITG:MEMO:EVM17HAL004SEP04,2017-09-04/2017-09-04,2017-09-04,2017-09-04,HumanObservation,ITM,Isra,ITG:Memo,26,"",larva,native,native,present,2018-01-12T00:00:00.000Z,4th instar,Culex pipiens/torrentium,Animalia,species aggregate,ICZN
M17HA01AR,ITG:MEMO:M17L0153,ITG:MEMO:EVM17HAL004SEP04,2017-09-04/2017-09-04,2017-09-04,2017-09-04,HumanObservation,ITM,Isra,ITG:Memo,12,"",larva,native,native,present,2018-01-12T00:00:00.000Z,3rd instar,Culex pipiens/torrentium,Animalia,species aggregate,ICZN
"",ITG:MEMO: 00001481,ITG:MEMO:EVM17PAO026OKT24,2017-10-24/2017-11-21,2017-10-24,2017-11-21,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00001491,ITG:MEMO:EVM17PAO027AUG29,2017-08-29/2017-09-26,2017-08-29,2017-09-26,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00001501,ITG:MEMO:EVM17PAO027OKT24,2017-10-24/2017-11-21,2017-10-24,2017-11-21,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
M17HA01AR,ITG:MEMO:M17L0154,ITG:MEMO:EVM17HAL004SEP04,2017-09-04/2017-09-04,2017-09-04,2017-09-04,HumanObservation,ITM,Isra,ITG:Memo,5,"",larva,native,native,present,2018-01-12T00:00:00.000Z,1st (3) & 2nd instar (2),Culex pipiens/torrentium,Animalia,species aggregate,ICZN
"",ITG:MEMO: 00001521,ITG:MEMO:EVM17PAO027SEP26,2017-09-26/2017-10-24,2017-09-26,2017-10-24,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00001531,ITG:MEMO:EVM17PAO028SEP26,2017-09-26/2017-10-24,2017-09-26,2017-10-24,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00001541,ITG:MEMO:EVM17PAO028OKT24,2017-10-24/2017-11-21,2017-10-24,2017-11-21,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00001551,ITG:MEMO:EVM18EBL005AUG13,2018-08-13/2018-08-13,2018-08-13,2018-08-13,HumanObservation,Ingrid,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00001561,ITG:MEMO:EVM17PAO028AUG29,2017-08-29/2017-09-26,2017-08-29,2017-09-26,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00001571,ITG:MEMO:EVM17PAO029SEP26,2017-09-26/2017-10-24,2017-09-26,2017-10-24,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00001581,ITG:MEMO:EVM17PAO029OKT24,2017-10-24/2017-11-21,2017-10-24,2017-11-21,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00001591,ITG:MEMO:EVM17PAO029AUG29,2017-08-29/2017-09-26,2017-08-29,2017-09-26,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00001601,ITG:MEMO:EVM17PAO030SEP26,2017-09-26/2017-10-24,2017-09-26,2017-10-24,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00001611,ITG:MEMO:EVM17PAO030OKT24,2017-10-24/2017-11-21,2017-10-24,2017-11-21,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00001621,ITG:MEMO:EVM17PAO030AUG29,2017-08-29/2017-09-26,2017-08-29,2017-09-26,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00001631,ITG:MEMO:EVM17AZL003OKT10,2017-10-10/2017-10-10,2017-10-10,2017-10-10,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
M17AZ01AR,ITG:MEMO:M17L0143,ITG:MEMO:EVM17AZL004OKT10,2017-10-10/2017-10-10,2017-10-10,2017-10-10,HumanObservation,ITM,Isra,ITG:Memo,13,"",larva,native,native,present,2018-01-12T00:00:00.000Z,4th instar,Culex pipiens/torrentium,Animalia,species aggregate,ICZN
KBIN,ITG:MEMO:M17L0144,ITG:MEMO:EVM17AZL004OKT10,2017-10-10/2017-10-10,2017-10-10,2017-10-10,HumanObservation,ITM,Isra,ITG:Memo,1,"",larva,native,native,present,2018-01-12T00:00:00.000Z,4th instar,Culex pipiens/torrentium,Animalia,species aggregate,ICZN
KBIN,ITG:MEMO:M17L0145,ITG:MEMO:EVM17AZL004OKT10,2017-10-10/2017-10-10,2017-10-10,2017-10-10,HumanObservation,ITM,Isra,ITG:Memo,1,"",larva,native,native,present,2018-01-12T00:00:00.000Z,4th instar,Culex pipiens/torrentium,Animalia,species aggregate,ICZN
M17AZ01AR,ITG:MEMO:M17L0146,ITG:MEMO:EVM17AZL004OKT10,2017-10-10/2017-10-10,2017-10-10,2017-10-10,HumanObservation,ITM,Isra,ITG:Memo,7,"",larva,native,native,present,2018-01-12T00:00:00.000Z,3rd instar,Culex pipiens/torrentium,Animalia,species aggregate,ICZN
M17HA01AR,ITG:MEMO:M17L0155,ITG:MEMO:EVM17HAL005SEP04,2017-09-04/2017-09-04,2017-09-04,2017-09-04,HumanObservation,ITM,Isra,ITG:Memo,3,"",larva,native,native,present,2018-01-12T00:00:00.000Z,4th instar,Culex pipiens/torrentium,Animalia,species aggregate,ICZN
M17HA01AR,ITG:MEMO:M17L0156,ITG:MEMO:EVM17HAL005SEP04,2017-09-04/2017-09-04,2017-09-04,2017-09-04,HumanObservation,ITM,Isra,ITG:Memo,2,"",larva,native,native,present,2018-01-12T00:00:00.000Z,3rd instar,Culex pipiens/torrentium,Animalia,species aggregate,ICZN
KBIN,ITG:MEMO:M17L0298,ITG:MEMO:EVM17HAL006SEP04,2017-09-04/2017-09-04,2017-09-04,2017-09-04,HumanObservation,ITM,Katrien,ITG:Memo,1,"",larva,native,native,present,"",hatched (nice specimens),Culex pipiens/torrentium,Animalia,species aggregate,ICZN
KBIN,ITG:MEMO:M17L0299,ITG:MEMO:EVM17HAL006SEP04,2017-09-04/2017-09-04,2017-09-04,2017-09-04,HumanObservation,ITM,Katrien,ITG:Memo,1,"",larva,native,native,present,"",hatched (nice specimens),Culex pipiens/torrentium,Animalia,species aggregate,ICZN
KBIN,ITG:MEMO:M17L0300,ITG:MEMO:EVM17HAL006SEP04,2017-09-04/2017-09-04,2017-09-04,2017-09-04,HumanObservation,ITM,Katrien,ITG:Memo,1,"",larva,native,native,present,"",hatched (nice specimens),Culex pipiens/torrentium,Animalia,species aggregate,ICZN
KBIN,ITG:MEMO:M17L0301,ITG:MEMO:EVM17HAL006SEP04,2017-09-04/2017-09-04,2017-09-04,2017-09-04,HumanObservation,ITM,Katrien,ITG:Memo,1,"",larva,native,native,present,"",hatched (nice specimens),Culex pipiens/torrentium,Animalia,species aggregate,ICZN
KBIN,ITG:MEMO:M17L0302,ITG:MEMO:EVM17HAL006SEP04,2017-09-04/2017-09-04,2017-09-04,2017-09-04,HumanObservation,ITM,Katrien,ITG:Memo,1,"",larva,native,native,present,"",hatched (nice specimens),Culex pipiens/torrentium,Animalia,species aggregate,ICZN
"",ITG:MEMO: 00001751,ITG:MEMO:EVM18EBL005DEC03,2018-12-03/2018-12-03,2018-12-03,2018-12-03,HumanObservation,Anna,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
KBIN,ITG:MEMO:M17L0303,ITG:MEMO:EVM17HAL006SEP04,2017-09-04/2017-09-04,2017-09-04,2017-09-04,HumanObservation,ITM,Katrien,ITG:Memo,1,"",larva,native,native,present,"",hatched (nice specimens),Culex pipiens/torrentium,Animalia,species aggregate,ICZN
M17HA01AR,ITG:MEMO:M17L0157,ITG:MEMO:EVM17HAL007SEP04,2017-09-04/2017-09-04,2017-09-04,2017-09-04,HumanObservation,ITM,Isra,ITG:Memo,9,"",larva,native,native,present,2018-01-12T00:00:00.000Z,4th instar,Culex pipiens/torrentium,Animalia,species aggregate,ICZN
M17HA01AR,ITG:MEMO:M17L0158,ITG:MEMO:EVM17HAL007SEP04,2017-09-04/2017-09-04,2017-09-04,2017-09-04,HumanObservation,ITM,Isra,ITG:Memo,7,"",larva,native,native,present,2018-01-12T00:00:00.000Z,3rd instar,Culex pipiens/torrentium,Animalia,species aggregate,ICZN
M17HA01AR,ITG:MEMO:M17L0159,ITG:MEMO:EVM17HAL008SEP04,2017-09-04/2017-09-04,2017-09-04,2017-09-04,HumanObservation,ITM,Isra,ITG:Memo,1,"",larva,native,native,present,2018-01-12T00:00:00.000Z,3rd instar,Culex pipiens/torrentium,Animalia,species aggregate,ICZN
"",ITG:MEMO: 00001801,ITG:MEMO:EVM19EBL005SEP18,2019-09-18/2019-09-18,2019-09-18,2019-09-18,HumanObservation,Ko,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00001811,ITG:MEMO:EVM17MCO041AUG17,2017-08-17/2017-08-31,2017-08-17,2017-08-31,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00001821,ITG:MEMO:EVM17MCO041SEP28,2017-09-28/2017-10-26,2017-09-28,2017-10-26,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00001831,ITG:MEMO:EVM17MCO041AUG31,2017-08-31/2017-09-28,2017-08-31,2017-09-28,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00001841,ITG:MEMO:EVM17MCO041OKT26,2017-10-26/2017-11-24,2017-10-26,2017-11-24,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00001851,ITG:MEMO:EVM17MCO042OKT26,2017-10-26/2017-11-24,2017-10-26,2017-11-24,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00001861,ITG:MEMO:EVM17MCO042AUG31,2017-08-31/2017-09-28,2017-08-31,2017-09-28,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00001871,ITG:MEMO:EVM17MCO042AUG17,2017-08-17/2017-08-31,2017-08-17,2017-08-31,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00001881,ITG:MEMO:EVM18EUL006MAR23,2018-03-23/2018-03-23,2018-03-23,2018-03-23,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00001891,ITG:MEMO:EVM17MCO042SEP28,2017-09-28/2017-10-26,2017-09-28,2017-10-26,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00001901,ITG:MEMO:EVM17MCO043SEP28,2017-09-28/2017-10-26,2017-09-28,2017-10-26,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00001911,ITG:MEMO:EVM17MCO043OKT26,2017-10-26/2017-11-23,2017-10-26,2017-11-23,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00001921,ITG:MEMO:EVM17MCO043AUG17,2017-08-17/2017-08-31,2017-08-17,2017-08-31,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
M17HA01AR,ITG:MEMO:M17L0160,ITG:MEMO:EVM17HAL009SEP04,2017-09-04/2017-09-04,2017-09-04,2017-09-04,HumanObservation,ITM,Isra,ITG:Memo,1,"",larva,native,native,present,2018-01-12T00:00:00.000Z,4th instar,Culex pipiens/torrentium,Animalia,species aggregate,ICZN
"",ITG:MEMO: 00001941,ITG:MEMO:EVM17MCO043AUG31,2017-08-31/2017-09-28,2017-08-31,2017-09-28,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
M17HA01AR,ITG:MEMO:M17L0161,ITG:MEMO:EVM17HAL009SEP04,2017-09-04/2017-09-04,2017-09-04,2017-09-04,HumanObservation,ITM,Isra,ITG:Memo,3,"",larva,native,native,present,2018-01-12T00:00:00.000Z,3rd instar,Culex pipiens/torrentium,Animalia,species aggregate,ICZN
"",ITG:MEMO: 00001961,ITG:MEMO:EVM17HAL010SEP04,2017-09-04/2017-09-04,2017-09-04,2017-09-04,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00001971,ITG:MEMO:EVM17HAL011SEP04,2017-09-04/2017-09-04,2017-09-04,2017-09-04,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
M17HA01AR,ITG:MEMO:M17L0162,ITG:MEMO:EVM17HAL012SEP04,2017-09-04/2017-09-04,2017-09-04,2017-09-04,HumanObservation,ITM,Isra,ITG:Memo,16,"",larva,native,native,present,2018-01-12T00:00:00.000Z,4th instar,Culex pipiens/torrentium,Animalia,species aggregate,ICZN
M17HA01AR,ITG:MEMO:M17L0163,ITG:MEMO:EVM17HAL013SEP04,2017-09-04/2017-09-04,2017-09-04,2017-09-04,HumanObservation,ITM,Isra,ITG:Memo,3,"",larva,native,native,present,2018-01-12T00:00:00.000Z,4th instar,Culex pipiens/torrentium,Animalia,species aggregate,ICZN
M17HA01AR,ITG:MEMO:M17L0164,ITG:MEMO:EVM17HAL013SEP04,2017-09-04/2017-09-04,2017-09-04,2017-09-04,HumanObservation,ITM,Isra,ITG:Memo,5,"",larva,native,native,present,2018-01-12T00:00:00.000Z,3rd & 2nd instar,Culex pipiens/torrentium,Animalia,species aggregate,ICZN
M17HA01AR,ITG:MEMO:M17L0165,ITG:MEMO:EVM17HAL013SEP04,2017-09-04/2017-09-04,2017-09-04,2017-09-04,HumanObservation,ITM,Isra,ITG:Memo,2,"",larva,native,native,present,2018-01-12T00:00:00.000Z,4th instar,Culiseta annulata,Animalia,species,ICZN
KBIN,ITG:MEMO:M17L0166,ITG:MEMO:EVM17HAL013SEP04,2017-09-04/2017-09-04,2017-09-04,2017-09-04,HumanObservation,ITM,Isra,ITG:Memo,1,"",larva,native,native,present,2018-01-12T00:00:00.000Z,4th instar,Culiseta annulata,Animalia,species,ICZN
